id,idade,genero,estado_civil,educacao,regime_trabalho,data_contratacao,data_demissao,tipo_demissao,cargo,salario_atual,data_ultimo_feedback,data_ultimo_aumento,data_ultima_mudanca_cargo,nota_avaliacao,acompanhamento_psicologo,qtde_projetos,qtde_clientes,nivel_satisfacao_gestor,churn
EMP0236,50,F,Viúvo(a),Bachelor,Presencial,2023-07-05,,,Junior Developer,17466,2023-10-21,2023-11-17,2024-06-07,6.9,True,4,6,8.1,0
EMP1661,53,Outro,Divorciado(a),Bachelor,Presencial,2023-07-05,2023-12-13,Voluntária,Tech Lead,17610,2023-10-12,2023-07-12,2023-11-24,6.0,True,2,6,5.8,1
EMP0565,22,Outro,Solteiro(a),PhD,Remoto,2023-07-08,,,Senior Developer,11523,2024-04-12,2023-12-03,2024-05-31,9.9,False,2,2,5.7,0
EMP0433,38,Outro,Casado(a),Master,Remoto,2023-07-08,,,QA Engineer,17172,2023-12-16,2023-09-23,2024-02-18,9.8,True,5,1,6.0,0
EMP0874,50,Outro,Solteiro(a),Bachelor,Remoto,2023-07-09,2024-03-07,Voluntária,Data Scientist,8033,2023-10-13,2023-11-01,2023-07-28,7.4,True,4,6,1.0,1
EMP0921,42,F,Solteiro(a),Bachelor,Remoto,2023-07-11,,,Junior Developer,12432,2024-07-09,2024-03-23,2024-08-06,9.7,False,8,7,4.8,0
EMP1735,25,F,Divorciado(a),Bachelor,Presencial,2023-07-12,,,Senior Developer,23070,2024-04-07,2023-08-25,2024-03-15,8.5,True,5,6,1.3,0
EMP1477,43,F,Viúvo(a),PhD,Híbrido,2023-07-13,,,Tech Lead,7212,2023-08-31,2024-02-28,2024-07-28,9.6,True,9,3,6.2,0
EMP0146,29,Outro,Viúvo(a),Bachelor,Híbrido,2023-07-13,,,Product Manager,14499,2024-05-02,2023-10-20,2024-07-14,6.1,True,5,4,5.3,0
EMP1848,51,M,Solteiro(a),PhD,Híbrido,2023-07-15,,,Product Manager,13081,2024-07-28,2024-06-18,2024-06-21,7.1,True,1,3,3.0,0
EMP1473,41,M,Viúvo(a),PhD,Presencial,2023-07-15,,,Senior Developer,16811,2024-04-04,2024-04-13,2024-07-17,9.3,True,3,4,2.4,0
EMP1001,43,M,Divorciado(a),Technical Degree,Híbrido,2023-07-15,2024-09-27,Involuntária,Data Scientist,22729,2024-04-18,2024-08-24,2023-07-24,6.4,True,7,2,2.8,1
EMP1487,34,M,Viúvo(a),Master,Híbrido,2023-07-16,,,Product Manager,19322,2024-05-24,2024-05-03,2024-02-08,9.5,True,8,6,6.3,0
EMP1253,30,M,Viúvo(a),Master,Remoto,2023-07-19,,,Junior Developer,10238,2023-11-07,2023-10-29,2023-11-03,7.4,False,2,3,3.6,0
EMP0865,39,F,Solteiro(a),Master,Remoto,2023-07-19,2024-03-24,Involuntária,DevOps Engineer,17888,2023-08-30,2023-12-23,2023-08-23,9.0,False,4,7,2.7,1
EMP1934,47,M,Casado(a),PhD,Remoto,2023-07-19,,,Senior Developer,15952,2023-08-13,2023-12-23,2024-09-11,6.3,True,2,4,9.2,0
EMP1545,54,Outro,Casado(a),Technical Degree,Remoto,2023-07-20,,,Data Scientist,12260,2024-02-27,2024-01-02,2023-07-27,9.7,False,6,4,2.7,0
EMP0875,39,Outro,Viúvo(a),Master,Presencial,2023-07-21,,,Tech Lead,7347,2024-08-30,2024-10-13,2024-08-17,7.4,True,4,7,8.0,0
EMP1232,22,M,Divorciado(a),Technical Degree,Híbrido,2023-07-21,,,Product Manager,11329,2024-09-02,2023-12-17,2024-04-26,8.8,False,4,7,2.1,0
EMP0768,23,M,Viúvo(a),Master,Híbrido,2023-07-22,,,Data Scientist,17751,2023-12-08,2024-08-26,2024-03-08,9.6,False,8,3,4.8,0
EMP1705,48,M,Divorciado(a),Bachelor,Híbrido,2023-07-22,,,DevOps Engineer,8185,2024-01-23,2023-09-03,2024-04-15,9.2,False,8,5,7.0,0
EMP0927,23,Outro,Viúvo(a),Technical Degree,Remoto,2023-07-23,,,QA Engineer,17391,2024-08-16,2024-09-22,2024-06-19,9.3,True,9,5,8.5,0
EMP0102,45,F,Casado(a),Bachelor,Híbrido,2023-07-23,,,DevOps Engineer,20507,2024-02-24,2024-09-19,2023-12-11,6.6,False,1,6,9.6,0
EMP0879,35,M,Viúvo(a),Master,Presencial,2023-07-24,2024-07-28,Voluntária,DevOps Engineer,12410,2024-07-15,2024-01-23,2023-08-25,7.8,True,8,7,6.8,1
EMP0199,25,Outro,Solteiro(a),Technical Degree,Remoto,2023-07-25,2024-10-21,Voluntária,Senior Developer,6828,2024-03-16,2024-07-21,2023-10-11,8.7,False,8,7,1.0,1
EMP0432,38,M,Casado(a),PhD,Remoto,2023-07-25,,,Tech Lead,21755,2024-06-08,2024-01-06,2024-10-09,8.6,False,1,5,7.4,0
EMP0019,40,F,Divorciado(a),PhD,Presencial,2023-07-25,,,DevOps Engineer,23227,2024-09-24,2024-01-27,2023-10-16,9.8,False,7,2,8.5,0
EMP0334,38,Outro,Viúvo(a),PhD,Remoto,2023-07-25,,,UX Designer,18596,2024-09-18,2024-03-18,2024-07-17,7.8,True,4,7,5.4,0
EMP0846,37,F,Solteiro(a),Technical Degree,Remoto,2023-07-25,2024-05-25,Voluntária,Tech Lead,18350,2023-10-21,2024-05-04,2023-10-18,8.6,True,9,5,1.3,1
EMP1675,35,Outro,Solteiro(a),Master,Híbrido,2023-07-28,,,Tech Lead,19905,2024-08-09,2023-12-15,2023-10-13,6.0,False,6,2,8.1,0
EMP1878,36,M,Viúvo(a),Master,Híbrido,2023-07-29,,,QA Engineer,21128,2024-01-26,2024-10-03,2024-03-06,7.7,False,1,5,8.7,0
EMP0914,50,Outro,Divorciado(a),Technical Degree,Presencial,2023-07-30,,,Tech Lead,23740,2024-05-29,2023-09-04,2024-04-25,6.5,False,5,1,5.6,0
EMP0305,52,F,Casado(a),Technical Degree,Presencial,2023-07-30,,,UX Designer,13712,2023-12-07,2024-03-21,2023-12-07,7.1,False,6,1,4.3,0
EMP1543,49,Outro,Divorciado(a),Bachelor,Presencial,2023-07-31,,,Product Manager,8913,2023-12-30,2023-11-09,2024-01-31,8.7,False,1,1,2.8,0
EMP0331,42,F,Divorciado(a),PhD,Híbrido,2023-07-31,,,Tech Lead,22186,2024-02-06,2023-09-24,2024-07-10,9.2,True,4,4,3.2,0
EMP1589,46,M,Casado(a),Technical Degree,Presencial,2023-07-31,,,DevOps Engineer,19371,2024-05-21,2024-01-30,2024-07-10,7.5,False,3,2,9.8,0
EMP1056,50,Outro,Casado(a),Technical Degree,Presencial,2023-07-31,,,Tech Lead,15110,2023-12-27,2023-09-10,2024-03-29,8.7,True,1,2,5.5,0
EMP0309,47,Outro,Viúvo(a),Technical Degree,Remoto,2023-08-01,,,Tech Lead,6907,2024-03-05,2024-07-19,2023-12-07,6.5,False,1,6,8.6,0
EMP0657,41,F,Solteiro(a),PhD,Remoto,2023-08-01,,,QA Engineer,22709,2023-12-30,2024-02-05,2024-06-10,6.1,False,8,7,5.4,0
EMP0349,31,Outro,Divorciado(a),Technical Degree,Híbrido,2023-08-02,,,Senior Developer,11539,2024-06-02,2023-08-12,2023-08-27,7.8,True,2,6,8.2,0
EMP0001,50,Outro,Divorciado(a),Technical Degree,Híbrido,2023-08-02,,,Senior Developer,21850,2023-09-28,2023-08-14,2024-08-15,6.4,True,8,5,6.4,0
EMP0522,28,Outro,Solteiro(a),PhD,Presencial,2023-08-02,,,Senior Developer,5534,2024-09-10,2023-08-31,2023-09-09,9.2,True,3,5,3.6,0
EMP1507,49,M,Divorciado(a),PhD,Híbrido,2023-08-03,2024-07-25,Voluntária,UX Designer,19965,2024-05-02,2024-01-08,2024-01-27,9.8,True,6,1,5.5,1
EMP1486,30,M,Solteiro(a),Technical Degree,Remoto,2023-08-04,,,QA Engineer,10565,2024-09-20,2024-01-23,2024-03-06,6.5,False,4,2,1.3,0
EMP0828,38,M,Viúvo(a),Technical Degree,Híbrido,2023-08-04,,,UX Designer,22810,2024-07-05,2024-03-12,2024-02-22,7.1,False,3,7,1.7,0
EMP1746,36,F,Divorciado(a),PhD,Remoto,2023-08-04,,,UX Designer,18955,2023-11-15,2024-07-22,2023-12-26,6.9,True,7,4,7.1,0
EMP1171,53,F,Solteiro(a),Technical Degree,Remoto,2023-08-04,,,Product Manager,12026,2023-12-12,2024-09-01,2024-05-03,8.4,True,2,5,7.6,0
EMP1571,38,F,Solteiro(a),Technical Degree,Presencial,2023-08-05,,,Junior Developer,8237,2024-01-16,2023-09-30,2023-09-23,6.2,False,5,6,6.4,0
EMP1308,28,F,Viúvo(a),Technical Degree,Presencial,2023-08-06,,,Junior Developer,11647,2024-08-08,2024-06-17,2023-09-07,7.9,True,6,4,4.5,0
EMP1059,52,M,Solteiro(a),Bachelor,Remoto,2023-08-07,,,Junior Developer,8299,2024-05-11,2024-02-21,2023-11-09,8.7,False,5,3,7.7,0
EMP0391,41,Outro,Viúvo(a),PhD,Presencial,2023-08-09,,,UX Designer,9765,2024-05-20,2023-08-22,2024-06-15,9.8,True,9,4,8.5,0
EMP1118,22,M,Solteiro(a),Master,Remoto,2023-08-09,,,QA Engineer,23168,2023-12-27,2024-03-12,2024-02-17,8.0,True,5,7,2.8,0
EMP0700,40,M,Viúvo(a),Bachelor,Híbrido,2023-08-10,,,Senior Developer,22257,2024-07-18,2024-02-21,2024-09-15,9.4,True,6,3,7.3,0
EMP0454,42,Outro,Divorciado(a),Technical Degree,Presencial,2023-08-10,,,Product Manager,13415,2024-09-18,2024-01-25,2024-09-29,6.9,True,1,1,1.2,0
EMP1925,28,F,Casado(a),Master,Híbrido,2023-08-10,,,DevOps Engineer,6666,2024-01-14,2024-04-21,2024-05-09,9.4,True,6,3,9.2,0
EMP1793,51,F,Casado(a),Master,Remoto,2023-08-12,,,QA Engineer,17211,2024-08-09,2024-09-07,2024-04-06,8.4,False,7,2,6.4,0
EMP1552,26,M,Casado(a),PhD,Presencial,2023-08-13,,,Tech Lead,7196,2023-10-30,2024-08-06,2024-05-13,7.0,True,1,5,7.6,0
EMP1963,47,Outro,Divorciado(a),Master,Híbrido,2023-08-13,,,UX Designer,5818,2024-02-15,2024-01-05,2023-11-28,7.2,False,7,3,7.7,0
EMP0346,53,F,Viúvo(a),Bachelor,Presencial,2023-08-13,,,QA Engineer,13235,2024-02-12,2023-09-13,2024-03-03,9.0,True,9,7,9.0,0
EMP0909,28,F,Viúvo(a),Master,Híbrido,2023-08-13,,,Data Scientist,13916,2023-09-25,2023-12-18,2024-05-22,7.2,True,7,6,4.9,0
EMP0987,45,Outro,Solteiro(a),Bachelor,Remoto,2023-08-13,,,UX Designer,8524,2023-09-25,2024-06-06,2024-06-08,8.3,False,2,3,9.6,0
EMP1320,50,M,Viúvo(a),PhD,Remoto,2023-08-15,,,Data Scientist,13260,2024-10-23,2024-05-03,2023-10-26,9.6,False,9,1,5.6,0
EMP1752,23,Outro,Casado(a),Master,Remoto,2023-08-15,2023-11-22,Involuntária,Data Scientist,6611,2023-10-15,2023-09-03,2023-11-03,9.4,True,6,1,7.3,1
EMP0634,37,F,Viúvo(a),PhD,Híbrido,2023-08-15,,,Tech Lead,15000,2023-09-14,2024-09-11,2023-09-29,6.7,False,8,3,7.8,0
EMP1698,51,M,Divorciado(a),Master,Remoto,2023-08-16,2024-05-03,Voluntária,Junior Developer,18537,2023-10-01,2024-04-28,2023-10-12,7.6,True,4,1,6.3,1
EMP0708,54,F,Divorciado(a),Bachelor,Remoto,2023-08-17,,,Junior Developer,18824,2023-09-26,2024-04-03,2024-10-23,8.8,True,1,4,9.7,0
EMP1372,40,F,Casado(a),PhD,Híbrido,2023-08-18,,,Data Scientist,21521,2024-10-17,2024-03-15,2023-08-29,9.5,True,8,3,3.5,0
EMP1115,34,Outro,Viúvo(a),PhD,Híbrido,2023-08-18,,,UX Designer,24418,2023-11-14,2024-06-20,2024-10-01,9.1,False,8,5,6.9,0
EMP0197,48,Outro,Casado(a),Bachelor,Híbrido,2023-08-19,,,Product Manager,19933,2024-02-09,2023-08-25,2024-03-21,9.4,False,6,4,7.7,0
EMP1918,28,Outro,Solteiro(a),PhD,Remoto,2023-08-19,,,Tech Lead,8329,2023-11-30,2023-11-17,2024-05-28,9.2,True,8,6,7.1,0
EMP1200,36,Outro,Solteiro(a),Master,Remoto,2023-08-21,,,Junior Developer,18522,2024-10-02,2023-11-14,2023-10-17,7.1,True,3,2,6.8,0
EMP1653,52,F,Viúvo(a),PhD,Remoto,2023-08-22,,,DevOps Engineer,16639,2024-03-06,2023-12-18,2024-03-03,9.3,True,6,5,9.4,0
EMP0201,25,F,Viúvo(a),Master,Remoto,2023-08-25,,,DevOps Engineer,16154,2024-01-10,2024-07-05,2024-10-11,8.0,False,3,6,7.3,0
EMP0373,37,Outro,Divorciado(a),Technical Degree,Presencial,2023-08-26,,,UX Designer,7535,2024-09-22,2024-06-03,2024-08-29,6.8,True,1,5,5.6,0
EMP0793,40,F,Casado(a),Bachelor,Presencial,2023-08-26,2024-07-25,Involuntária,Data Scientist,22336,2023-11-03,2024-01-26,2024-02-06,9.4,True,6,1,2.9,1
EMP1295,33,Outro,Solteiro(a),Master,Presencial,2023-08-27,,,DevOps Engineer,22169,2023-12-03,2024-02-07,2024-05-16,8.7,False,4,1,2.9,0
EMP1629,38,Outro,Casado(a),Technical Degree,Remoto,2023-08-28,,,QA Engineer,12450,2024-06-15,2023-12-06,2024-06-10,8.4,False,6,7,1.1,0
EMP0635,23,M,Viúvo(a),Bachelor,Híbrido,2023-08-28,,,Product Manager,11085,2024-06-16,2023-12-24,2024-05-27,7.1,True,1,5,2.8,0
EMP0286,40,Outro,Solteiro(a),Bachelor,Presencial,2023-08-28,,,Tech Lead,13682,2023-11-13,2024-05-07,2023-09-15,9.2,True,4,6,3.6,0
EMP0681,40,Outro,Casado(a),Technical Degree,Híbrido,2023-08-31,2024-03-26,Voluntária,UX Designer,24146,2023-09-30,2023-10-15,2024-01-15,9.7,True,7,1,3.3,1
EMP1046,48,Outro,Solteiro(a),Bachelor,Remoto,2023-08-31,2023-12-23,Involuntária,Senior Developer,8042,2023-11-16,2023-12-22,2023-10-25,9.6,True,5,2,6.7,1
EMP0861,35,Outro,Divorciado(a),Bachelor,Remoto,2023-08-31,2024-10-18,Involuntária,QA Engineer,13521,2024-01-04,2024-01-30,2023-09-16,8.0,True,1,1,6.5,1
EMP1932,48,Outro,Casado(a),Master,Remoto,2023-09-01,,,Data Scientist,14903,2023-09-10,2024-04-29,2024-07-13,7.8,True,9,1,2.5,0
EMP1929,40,Outro,Viúvo(a),Bachelor,Presencial,2023-09-01,,,QA Engineer,9076,2024-08-07,2024-05-25,2024-04-22,9.2,True,8,1,2.9,0
EMP1650,35,M,Solteiro(a),Bachelor,Remoto,2023-09-02,,,UX Designer,20904,2023-09-06,2023-10-06,2024-03-18,9.7,True,3,6,6.3,0
EMP0290,47,F,Solteiro(a),Technical Degree,Presencial,2023-09-02,,,Senior Developer,12186,2023-11-20,2023-10-10,2024-04-29,6.7,False,6,2,9.8,0
EMP1225,50,Outro,Divorciado(a),Bachelor,Presencial,2023-09-02,,,Tech Lead,21638,2024-08-10,2024-04-22,2024-02-23,7.7,False,8,7,5.6,0
EMP0728,30,F,Solteiro(a),PhD,Híbrido,2023-09-02,,,Junior Developer,6543,2024-08-17,2024-02-21,2024-01-11,6.6,False,4,5,3.2,0
EMP0028,53,Outro,Casado(a),PhD,Remoto,2023-09-04,,,Senior Developer,6409,2024-05-16,2024-03-24,2024-07-29,7.3,False,1,1,7.3,0
EMP0603,39,F,Divorciado(a),Technical Degree,Remoto,2023-09-04,,,Junior Developer,20043,2024-10-08,2024-10-05,2024-06-26,7.7,True,4,5,1.8,0
EMP1579,31,F,Viúvo(a),Bachelor,Remoto,2023-09-04,,,Junior Developer,18382,2024-05-12,2023-10-14,2024-04-30,7.9,False,4,6,4.1,0
EMP0871,49,M,Casado(a),PhD,Remoto,2023-09-05,,,Data Scientist,24422,2023-11-08,2024-08-29,2023-11-11,7.6,True,2,3,5.2,0
EMP1127,35,Outro,Casado(a),Bachelor,Híbrido,2023-09-05,2024-10-03,Voluntária,QA Engineer,8332,2024-08-03,2024-02-04,2023-12-10,7.1,True,5,1,7.9,1
EMP0387,40,F,Viúvo(a),PhD,Remoto,2023-09-06,,,Tech Lead,9891,2024-05-09,2023-12-29,2023-10-31,7.0,False,8,1,9.4,0
EMP1229,41,Outro,Divorciado(a),Master,Remoto,2023-09-07,2024-04-10,Involuntária,DevOps Engineer,5366,2024-03-08,2023-12-31,2023-10-06,9.5,False,4,7,8.1,1
EMP0086,36,M,Divorciado(a),Bachelor,Híbrido,2023-09-08,,,Product Manager,11456,2024-07-02,2024-06-23,2024-06-01,6.0,True,3,7,4.7,0
EMP1246,26,Outro,Divorciado(a),Bachelor,Presencial,2023-09-08,2024-08-10,Involuntária,DevOps Engineer,14369,2024-07-14,2024-02-19,2024-05-23,9.4,True,1,3,2.8,1
EMP0392,43,M,Casado(a),Bachelor,Híbrido,2023-09-09,,,Data Scientist,13185,2024-08-29,2024-01-23,2023-09-23,7.2,False,9,5,6.3,0
EMP0313,33,F,Solteiro(a),PhD,Híbrido,2023-09-10,,,Junior Developer,24333,2024-03-30,2024-01-28,2023-09-14,7.3,True,5,6,3.2,0
EMP1709,26,F,Viúvo(a),Master,Presencial,2023-09-12,,,Data Scientist,10831,2023-11-27,2023-12-04,2023-11-25,6.7,True,7,7,3.6,0
EMP1331,31,F,Viúvo(a),PhD,Híbrido,2023-09-12,,,Product Manager,7600,2024-02-15,2024-09-01,2024-07-07,10.0,False,6,2,8.1,0
EMP1651,26,M,Solteiro(a),Technical Degree,Remoto,2023-09-14,,,UX Designer,7235,2024-01-30,2024-08-18,2024-08-16,6.2,True,2,4,6.6,0
EMP1869,51,M,Solteiro(a),Master,Presencial,2023-09-15,2024-05-27,Involuntária,Tech Lead,10099,2024-03-18,2024-02-25,2023-10-27,7.2,False,2,3,7.4,1
EMP1054,52,Outro,Casado(a),Bachelor,Remoto,2023-09-17,2024-09-01,Voluntária,Product Manager,5908,2024-07-20,2024-05-19,2023-12-28,8.5,False,2,3,8.7,1
EMP1173,35,M,Casado(a),Bachelor,Presencial,2023-09-17,,,DevOps Engineer,19046,2023-11-11,2024-08-16,2023-09-27,7.2,False,8,1,8.0,0
EMP1213,33,F,Viúvo(a),Bachelor,Presencial,2023-09-17,,,DevOps Engineer,14234,2024-09-23,2024-01-22,2024-05-20,9.7,True,5,4,5.2,0
EMP0259,32,M,Casado(a),Technical Degree,Presencial,2023-09-18,,,Tech Lead,17991,2024-04-10,2024-10-11,2024-06-25,8.0,False,1,3,9.1,0
EMP1178,44,Outro,Divorciado(a),PhD,Presencial,2023-09-18,,,UX Designer,16577,2024-06-10,2024-02-03,2024-08-01,9.1,False,4,7,2.7,0
EMP1503,36,M,Divorciado(a),Technical Degree,Híbrido,2023-09-20,,,Senior Developer,10105,2024-03-20,2024-03-04,2024-05-20,6.2,True,3,5,4.6,0
EMP1195,24,Outro,Divorciado(a),Technical Degree,Híbrido,2023-09-20,,,Junior Developer,8065,2024-08-16,2023-12-16,2024-03-06,8.7,True,2,2,6.1,0
EMP1647,40,M,Casado(a),PhD,Remoto,2023-09-20,,,QA Engineer,12983,2024-06-15,2023-10-12,2024-01-28,6.4,False,6,4,8.2,0
EMP0214,26,F,Casado(a),Technical Degree,Híbrido,2023-09-21,,,Senior Developer,16407,2024-07-14,2024-03-27,2024-05-20,7.6,True,7,6,3.6,0
EMP0890,37,Outro,Casado(a),PhD,Presencial,2023-09-22,,,Junior Developer,5051,2024-08-19,2023-12-15,2023-10-18,9.6,True,9,4,5.4,0
EMP1797,54,Outro,Casado(a),Technical Degree,Remoto,2023-09-24,,,DevOps Engineer,24300,2024-03-11,2024-03-08,2024-05-13,9.6,False,6,6,1.1,0
EMP1027,46,F,Divorciado(a),Bachelor,Remoto,2023-09-25,,,QA Engineer,11177,2024-07-22,2023-12-23,2024-04-05,8.3,False,5,3,7.1,0
EMP0306,46,Outro,Solteiro(a),Bachelor,Remoto,2023-09-27,,,DevOps Engineer,14944,2023-10-01,2024-05-22,2024-02-21,6.7,True,9,7,8.4,0
EMP0408,38,M,Divorciado(a),Bachelor,Remoto,2023-09-28,,,Tech Lead,12701,2024-03-03,2023-10-21,2024-01-18,6.5,False,7,3,5.1,0
EMP1258,42,F,Solteiro(a),PhD,Presencial,2023-09-28,,,Tech Lead,19323,2024-09-25,2024-04-28,2024-09-07,7.1,True,3,5,2.9,0
EMP0539,37,F,Solteiro(a),PhD,Presencial,2023-09-29,,,Junior Developer,19635,2024-03-24,2024-09-26,2023-11-01,7.8,True,1,4,5.5,0
EMP0153,49,F,Casado(a),Technical Degree,Remoto,2023-09-29,,,Junior Developer,12848,2024-06-26,2024-07-11,2024-07-29,10.0,True,9,5,6.1,0
EMP1355,29,M,Viúvo(a),PhD,Híbrido,2023-10-01,,,Senior Developer,15367,2024-01-14,2024-06-22,2024-04-02,8.1,False,8,3,4.0,0
EMP0339,50,Outro,Viúvo(a),Technical Degree,Remoto,2023-10-05,,,Data Scientist,20810,2024-10-19,2024-09-25,2024-07-07,6.8,True,7,5,8.0,0
EMP0523,47,M,Viúvo(a),Bachelor,Híbrido,2023-10-06,,,QA Engineer,6641,2024-08-27,2024-04-30,2024-04-09,8.7,True,7,6,3.4,0
EMP1328,27,M,Casado(a),Bachelor,Presencial,2023-10-06,,,Tech Lead,17684,2024-09-05,2024-02-03,2023-11-26,7.9,True,4,3,3.2,0
EMP0089,41,M,Solteiro(a),Technical Degree,Remoto,2023-10-07,2024-10-01,Voluntária,Data Scientist,14984,2024-03-08,2024-05-28,2024-03-16,7.2,False,7,3,2.9,1
EMP0054,46,F,Casado(a),Technical Degree,Remoto,2023-10-07,2024-10-03,Voluntária,Data Scientist,6015,2024-04-15,2024-05-18,2024-06-27,7.5,True,2,7,2.4,1
EMP0841,32,F,Solteiro(a),Master,Remoto,2023-10-08,,,DevOps Engineer,8937,2023-12-15,2024-03-16,2023-12-07,8.9,False,9,7,4.3,0
EMP0330,22,Outro,Divorciado(a),Master,Remoto,2023-10-08,,,Junior Developer,6637,2024-02-19,2024-08-02,2024-04-20,6.6,False,5,1,2.7,0
EMP1239,54,M,Solteiro(a),Master,Presencial,2023-10-08,,,Tech Lead,8276,2024-08-04,2023-12-10,2024-05-25,7.3,False,5,6,9.9,0
EMP1725,24,Outro,Viúvo(a),Master,Remoto,2023-10-08,,,QA Engineer,13272,2024-03-01,2024-08-15,2024-09-10,9.5,False,3,4,2.3,0
EMP1751,49,M,Casado(a),PhD,Híbrido,2023-10-09,,,Product Manager,12398,2024-06-10,2024-06-07,2023-10-27,9.1,True,1,3,3.5,0
EMP0672,44,M,Casado(a),PhD,Híbrido,2023-10-09,,,UX Designer,16455,2024-03-14,2024-10-13,2023-10-20,7.0,False,3,6,6.4,0
EMP1307,26,F,Viúvo(a),PhD,Híbrido,2023-10-10,,,QA Engineer,23601,2023-12-09,2024-07-09,2023-10-13,7.6,True,2,2,5.5,0
EMP0711,25,F,Casado(a),Bachelor,Presencial,2023-10-11,,,DevOps Engineer,24915,2024-08-15,2024-08-14,2023-10-31,8.1,True,6,6,3.1,0
EMP0601,30,M,Solteiro(a),Technical Degree,Remoto,2023-10-11,,,Junior Developer,14244,2023-12-06,2024-05-11,2024-08-04,8.5,False,9,7,3.8,0
EMP1442,39,Outro,Solteiro(a),Technical Degree,Híbrido,2023-10-11,,,Data Scientist,23811,2024-04-03,2023-11-18,2024-07-20,7.8,True,2,1,1.3,0
EMP0743,39,Outro,Casado(a),Master,Remoto,2023-10-12,,,DevOps Engineer,20082,2024-05-19,2024-01-11,2023-12-05,9.5,True,7,1,2.1,0
EMP0942,35,Outro,Divorciado(a),Bachelor,Híbrido,2023-10-12,2024-01-09,Involuntária,DevOps Engineer,12741,2023-11-10,2023-12-16,2023-10-12,7.2,True,7,7,8.7,1
EMP1267,26,M,Viúvo(a),Bachelor,Presencial,2023-10-15,2024-08-27,Voluntária,Senior Developer,8646,2024-02-06,2024-07-28,2024-05-01,7.4,False,1,7,3.4,1
EMP1450,39,M,Divorciado(a),Master,Remoto,2023-10-16,,,Junior Developer,24818,2024-09-19,2024-06-24,2024-08-25,9.0,True,3,5,3.3,0
EMP0620,47,M,Divorciado(a),Master,Remoto,2023-10-17,,,QA Engineer,6460,2024-07-21,2024-04-28,2024-05-06,8.5,False,2,1,6.6,0
EMP1159,38,M,Divorciado(a),Technical Degree,Presencial,2023-10-17,,,DevOps Engineer,18888,2023-10-19,2024-09-01,2024-02-21,8.9,True,4,5,6.4,0
EMP0762,25,M,Casado(a),Bachelor,Remoto,2023-10-18,,,Junior Developer,21630,2024-07-20,2024-04-04,2024-05-01,6.0,False,6,6,2.1,0
EMP0901,40,Outro,Solteiro(a),Technical Degree,Presencial,2023-10-18,,,Senior Developer,10660,2023-12-30,2023-11-22,2024-07-15,6.7,True,2,6,1.6,0
EMP1112,37,F,Divorciado(a),PhD,Presencial,2023-10-19,,,Senior Developer,13369,2024-02-01,2024-03-04,2024-09-16,9.6,False,9,4,6.2,0
EMP0307,36,Outro,Divorciado(a),Master,Híbrido,2023-10-19,,,Senior Developer,5166,2024-07-24,2024-01-07,2023-11-25,9.4,True,1,2,8.3,0
EMP0135,43,Outro,Casado(a),Master,Presencial,2023-10-19,,,Senior Developer,21369,2024-01-16,2024-08-29,2024-08-05,9.3,False,7,4,1.9,0
EMP1930,33,M,Divorciado(a),Bachelor,Remoto,2023-10-20,,,UX Designer,15605,2024-07-20,2024-01-04,2024-08-11,8.6,True,5,1,1.1,0
EMP0407,53,M,Solteiro(a),Master,Remoto,2023-10-21,,,Tech Lead,17734,2024-08-19,2024-06-26,2024-07-16,7.1,True,1,4,3.9,0
EMP0173,43,Outro,Divorciado(a),Master,Híbrido,2023-10-22,,,Product Manager,5560,2024-05-16,2024-01-14,2024-06-17,6.5,False,3,6,8.9,0
EMP1481,44,Outro,Divorciado(a),PhD,Presencial,2023-10-23,,,Junior Developer,5415,2024-08-28,2024-02-01,2024-08-13,6.1,False,6,5,2.5,0
EMP0928,34,Outro,Viúvo(a),Technical Degree,Híbrido,2023-10-26,,,Data Scientist,7072,2024-09-19,2023-11-28,2024-04-01,9.3,False,1,2,6.3,0
EMP1822,45,Outro,Viúvo(a),Bachelor,Presencial,2023-10-27,,,Senior Developer,19947,2024-04-06,2024-03-28,2024-08-13,9.7,False,9,1,6.5,0
EMP1436,24,Outro,Divorciado(a),Bachelor,Remoto,2023-10-27,,,Tech Lead,6094,2024-06-18,2024-08-22,2023-11-10,6.5,False,8,5,2.2,0
EMP0800,47,F,Divorciado(a),Bachelor,Híbrido,2023-10-28,,,Junior Developer,10607,2024-08-04,2023-11-10,2024-06-20,9.8,True,4,3,6.0,0
EMP0680,32,F,Divorciado(a),Technical Degree,Presencial,2023-10-30,,,Data Scientist,15255,2024-10-02,2024-08-01,2024-01-06,8.7,True,1,5,1.2,0
EMP0749,46,M,Casado(a),Master,Presencial,2023-11-01,,,Senior Developer,23101,2023-12-12,2024-09-30,2024-09-28,9.0,False,7,3,5.9,0
EMP0852,31,M,Viúvo(a),PhD,Híbrido,2023-11-03,2024-08-10,Involuntária,Product Manager,19345,2024-06-02,2024-06-17,2024-07-10,6.1,False,1,2,4.0,1
EMP1270,33,M,Solteiro(a),PhD,Híbrido,2023-11-04,,,Data Scientist,13330,2024-04-12,2024-08-12,2023-12-01,9.9,False,6,5,4.0,0
EMP1887,37,M,Solteiro(a),Bachelor,Presencial,2023-11-04,,,Product Manager,12076,2024-06-19,2024-05-01,2024-02-24,7.5,True,1,1,3.2,0
